CustomerID,SignupDate,Age,Gender,MonthlySpend,TenureMonths,PaymentMethod,ContractType,SupportCalls,LoginsPerMonth,Churn
731,2021-01-03,31,Female,79.67,12,Bank Transfer,Month-to-month,10,13,No
732,2020-05-24,20,Male,105.29,31,Bank Transfer,Month-to-month,5,36,No
733,2022-05-07,25,Female,52.28,22,Credit Card,Month-to-month,4,2,No
734,2020-05-25,59,Female,30.93,18,Credit Card,Annual,2,50,No
735,2020-05-01,36,Female,137.2,32,Debit Card,Month-to-month,10,17,No
736,2021-06-09,27,Male,76.8,18,Bank Transfer,Month-to-month,6,13,No
737,2022-12-10,76,Male,29.83,3,Debit Card,Two-year,1,22,No
738,2021-10-21,22,Female,45.21,22,PayPal,Annual,1,8,No
739,2021-07-06,36,Female,56.32,24,Credit Card,Month-to-month,4,12,No
740,2022-05-06,80,Female,82.96,12,Debit Card,Two-year,3,26,No
741,2022-10-17,58,Female,78.77,26,Bank Transfer,Two-year,6,18,No
742,2020-06-11,80,Male,61.19,11,Credit Card,Annual,3,16,No
743,2020-11-09,65,Male,46.28,36,Debit Card,Month-to-month,10,20,No
744,2022-04-05,77,Male,60.97,13,Bank Transfer,Annual,0,1,No
745,2022-04-05,59,Female,131.97,16,Bank Transfer,Month-to-month,4,17,No
746,2022-02-23,59,Female,81.27,10,Debit Card,Two-year,10,9,No
747,2020-05-07,57,Male,127.23,18,PayPal,Annual,4,33,No
748,2022-11-21,47,Male,127.79,33,Debit Card,Month-to-month,4,6,No
749,2021-04-03,38,Female,85.97,4,Debit Card,Annual,8,27,Yes
750,2020-05-31,51,Female,107.25,23,Debit Card,Month-to-month,2,6,Yes
751,2022-08-29,73,Male,73.63,7,Credit Card,Annual,3,7,No
752,2020-01-24,69,Female,90.06,17,Credit Card,Two-year,2,13,No
753,2021-09-26,81,Female,42.66,17,Debit Card,Month-to-month,7,11,No
754,2020-07-03,50,Male,131.34,30,Debit Card,Annual,10,19,No
755,2021-10-27,32,Male,45.38,4,Credit Card,Annual,3,37,No
756,2022-10-27,30,Female,64.83,10,Debit Card,Annual,1,36,No
757,2020-01-18,67,Female,65.04,14,Credit Card,Two-year,1,1,No
758,2020-01-08,40,Female,62.08,9,PayPal,Month-to-month,8,8,No
759,2020-08-27,79,Female,38.24,20,PayPal,Two-year,4,36,No
760,2020-06-11,53,Female,80.27,6,Bank Transfer,Month-to-month,6,46,No
761,2022-08-26,71,Female,33.48,7,Bank Transfer,Annual,3,10,No
762,2021-01-26,42,Female,33.27,22,PayPal,Two-year,2,29,No
763,2021-02-01,81,Male,39.35,9,PayPal,Annual,5,36,No
764,2022-07-20,72,Male,50.95,28,Bank Transfer,Month-to-month,5,40,No
765,2022-05-15,64,Female,38.9,11,PayPal,Annual,1,22,Yes
766,2020-08-25,62,Female,53.93,24,PayPal,Month-to-month,4,22,No
767,2021-05-23,76,Male,104.04,32,PayPal,Month-to-month,7,23,No
768,2021-01-22,21,Male,33.98,7,Debit Card,Two-year,5,5,No
769,2022-09-11,63,Male,50.94,14,Debit Card,Annual,8,49,No
770,2021-03-10,35,Male,35.73,4,Debit Card,Month-to-month,10,36,No
771,2022-02-28,19,Male,92.36,22,Debit Card,Two-year,0,11,No
772,2022-08-11,54,Female,93.0,2,Debit Card,Two-year,6,11,No
773,2020-12-27,36,Male,67.48,14,Debit Card,Annual,6,28,No
774,2022-09-25,48,Male,58.09,29,Credit Card,Month-to-month,8,37,No
775,2020-02-24,33,Female,54.38,27,Debit Card,Month-to-month,5,27,No
776,2022-07-28,24,Female,39.02,10,Bank Transfer,Two-year,4,27,No
777,2022-07-15,29,Female,71.07,12,Bank Transfer,Annual,8,17,No
778,2022-06-13,37,Male,99.34,15,Debit Card,Two-year,8,18,No
779,2020-11-27,38,Male,137.54,5,PayPal,Month-to-month,2,23,No
780,2022-12-22,55,Female,125.8,25,PayPal,Month-to-month,0,32,Yes
781,2020-03-07,52,Male,119.13,23,PayPal,Two-year,7,35,No
782,2022-12-09,80,Male,80.78,33,Credit Card,Two-year,10,25,No
783,2021-03-17,30,Female,44.97,19,PayPal,Annual,3,22,No
784,2021-08-17,74,Female,117.02,31,Bank Transfer,Month-to-month,2,19,No
785,2021-12-15,69,Male,130.6,28,Credit Card,Annual,7,26,No
786,2021-09-14,82,Male,82.86,16,Credit Card,Annual,2,40,No
787,2020-02-02,69,Male,127.37,7,PayPal,Two-year,3,7,No
788,2022-12-29,25,Male,45.89,19,Credit Card,Annual,6,38,No
789,2022-07-13,59,Male,85.5,25,Credit Card,Two-year,9,30,No
790,2022-07-14,81,Male,23.74,32,Credit Card,Annual,5,28,No
791,2022-07-14,51,Female,78.47,27,Bank Transfer,Annual,1,31,No
792,2021-07-17,70,Female,99.77,30,PayPal,Annual,10,46,Yes
793,2020-01-20,44,Female,69.66,1,Credit Card,Month-to-month,4,32,Yes
794,2020-12-24,51,Female,76.07,26,Debit Card,Month-to-month,8,12,No
795,2020-01-16,21,Female,113.43,16,Credit Card,Annual,10,8,No
796,2022-07-23,78,Male,61.3,5,PayPal,Annual,6,49,No
797,2022-02-27,46,Female,104.6,13,Credit Card,Two-year,10,30,No
798,2021-06-09,38,Male,42.7,20,PayPal,Two-year,4,35,No
799,2021-05-10,39,Male,69.23,1,PayPal,Month-to-month,0,18,No
800,2022-12-04,43,Female,91.45,22,Bank Transfer,Annual,10,41,No
801,2020-07-05,61,Female,75.4,6,Credit Card,Month-to-month,4,35,No
802,2020-03-01,45,Female,146.63,3,PayPal,Two-year,8,10,Yes
803,2020-03-20,54,Female,143.13,12,Bank Transfer,Annual,3,28,Yes
804,2021-04-04,56,Female,116.87,16,Credit Card,Two-year,2,40,No
805,2020-05-27,40,Male,51.5,18,Bank Transfer,Two-year,0,50,No
806,2020-06-02,52,Female,73.94,28,Debit Card,Month-to-month,9,15,No
807,2021-06-26,68,Female,142.31,12,Debit Card,Month-to-month,4,47,No
808,2020-05-22,77,Male,74.51,1,Bank Transfer,Two-year,1,8,No
809,2022-01-04,53,Female,74.12,25,Credit Card,Two-year,2,31,Yes
810,2021-11-17,18,Female,72.83,4,PayPal,Two-year,3,47,Yes
811,2021-10-18,40,Male,121.28,11,Bank Transfer,Two-year,0,15,Yes
812,2022-10-23,34,Female,82.72,17,Bank Transfer,Month-to-month,1,37,No
813,2020-08-31,65,Female,33.34,7,PayPal,Annual,2,13,No
814,2020-10-04,65,Male,123.29,24,Debit Card,Annual,8,9,No
815,2021-12-10,69,Male,55.2,10,Bank Transfer,Two-year,6,36,Yes
816,2020-12-06,34,Female,98.36,35,Debit Card,Annual,3,41,Yes
817,2022-04-30,41,Female,21.89,19,Credit Card,Month-to-month,8,22,Yes
818,2021-08-18,22,Female,29.83,33,Credit Card,Annual,0,1,No
819,2021-07-15,35,Female,55.62,19,Debit Card,Month-to-month,5,16,Yes
820,2020-06-25,48,Male,141.56,32,Credit Card,Two-year,10,44,Yes
821,2021-10-29,34,Male,136.65,19,Debit Card,Annual,2,40,Yes
822,2021-01-20,79,Male,98.66,13,Debit Card,Annual,6,44,Yes
823,2020-06-26,82,Male,65.8,36,Bank Transfer,Month-to-month,8,32,No
824,2021-11-10,85,Male,98.29,33,Bank Transfer,Annual,0,12,No
825,2022-07-11,84,Female,126.14,23,Credit Card,Month-to-month,4,21,No
826,2020-07-05,80,Female,25.89,15,Credit Card,Annual,10,39,No
827,2020-01-19,80,Male,69.2,3,Credit Card,Month-to-month,2,21,No
828,2021-06-17,85,Female,128.81,13,Debit Card,Month-to-month,6,17,No
829,2020-09-10,56,Male,44.9,1,PayPal,Two-year,5,24,No
830,2020-01-13,72,Male,99.72,9,Debit Card,Two-year,0,37,No
831,2022-04-03,43,Female,48.51,26,PayPal,Two-year,2,45,Yes
832,2022-06-27,24,Female,108.6,5,PayPal,Annual,4,17,No
833,2022-08-21,56,Female,57.44,11,Bank Transfer,Month-to-month,10,3,No
834,2022-05-21,70,Female,66.87,28,Bank Transfer,Two-year,3,20,No
835,2021-01-08,81,Female,107.79,13,Bank Transfer,Two-year,6,36,No
836,2021-06-13,73,Male,39.67,17,Bank Transfer,Two-year,1,3,Yes
837,2020-06-14,81,Female,44.23,15,Debit Card,Annual,9,50,Yes
838,2021-06-15,28,Male,41.44,26,Bank Transfer,Month-to-month,8,38,No
839,2022-01-14,19,Female,147.13,19,Credit Card,Month-to-month,2,14,No
840,2022-12-09,28,Male,133.63,13,PayPal,Annual,6,19,No
841,2020-04-26,43,Male,60.04,32,Bank Transfer,Month-to-month,4,35,Yes
842,2021-08-21,57,Male,33.71,14,PayPal,Month-to-month,7,12,No
843,2021-06-28,40,Male,47.43,33,PayPal,Two-year,0,27,Yes
844,2021-05-15,64,Male,71.32,31,Credit Card,Two-year,7,8,No
845,2022-01-30,19,Female,103.58,36,PayPal,Month-to-month,10,32,No
846,2021-08-02,60,Female,87.11,34,Credit Card,Annual,7,25,No
847,2020-02-28,46,Male,32.22,13,Credit Card,Month-to-month,7,13,No
848,2021-01-04,74,Male,149.55,9,Credit Card,Month-to-month,4,18,No
849,2022-09-24,68,Female,62.13,14,Credit Card,Two-year,2,9,No
850,2022-08-13,31,Male,70.37,26,Debit Card,Month-to-month,1,5,Yes
851,2021-04-27,27,Male,108.0,20,Credit Card,Month-to-month,5,6,No
852,2022-10-09,78,Female,113.99,13,PayPal,Two-year,3,24,Yes
853,2020-10-22,71,Female,91.0,30,Credit Card,Two-year,8,2,No
854,2022-06-27,25,Female,42.09,24,Debit Card,Two-year,9,39,Yes
855,2021-02-28,78,Female,133.2,25,Bank Transfer,Two-year,3,4,No
856,2022-06-03,24,Female,115.86,36,Credit Card,Two-year,4,13,No
857,2020-01-24,56,Male,82.87,18,Bank Transfer,Two-year,6,28,No
858,2020-08-26,48,Female,67.15,31,Credit Card,Annual,4,10,Yes
859,2020-03-30,76,Male,34.5,12,PayPal,Annual,2,17,No
860,2021-04-30,70,Male,42.14,5,Credit Card,Two-year,10,11,No
861,2020-01-17,72,Male,59.76,4,Bank Transfer,Month-to-month,8,43,No
862,2020-10-08,72,Female,65.99,18,PayPal,Two-year,10,17,No
863,2021-08-06,72,Female,33.88,35,Bank Transfer,Annual,1,42,No
864,2022-12-10,56,Male,85.55,3,PayPal,Annual,3,45,Yes
865,2021-09-29,43,Male,97.09,22,Credit Card,Two-year,8,43,No
866,2020-11-16,67,Male,79.99,30,Credit Card,Annual,8,28,No
867,2020-05-04,49,Female,56.13,14,Credit Card,Two-year,2,41,No
868,2020-07-11,82,Female,87.53,22,Bank Transfer,Month-to-month,7,45,Yes
869,2020-12-05,60,Male,37.25,13,PayPal,Two-year,3,42,No
870,2020-09-29,71,Female,112.05,31,Bank Transfer,Two-year,1,10,No
871,2020-12-12,28,Male,71.29,15,Credit Card,Two-year,0,4,Yes
872,2022-06-18,47,Male,36.94,7,Bank Transfer,Two-year,0,34,No
873,2020-04-25,28,Male,52.3,32,Credit Card,Two-year,3,47,No
874,2021-01-22,76,Female,46.61,9,Debit Card,Two-year,0,43,No
875,2020-12-26,42,Female,90.01,26,Bank Transfer,Month-to-month,1,5,Yes
876,2020-04-25,58,Male,138.64,34,Credit Card,Two-year,0,28,No
877,2020-01-25,65,Female,77.2,24,PayPal,Two-year,4,9,No
878,2020-12-18,37,Female,93.39,21,Credit Card,Two-year,8,5,No
879,2020-07-15,75,Male,35.42,24,Debit Card,Month-to-month,7,42,No
880,2022-02-19,24,Male,138.38,2,Bank Transfer,Month-to-month,10,3,No
881,2022-05-03,62,Female,106.45,30,Credit Card,Two-year,7,16,No
882,2020-01-22,37,Female,79.63,3,Credit Card,Month-to-month,7,26,Yes
883,2021-01-23,49,Female,25.36,3,Bank Transfer,Two-year,3,6,No
884,2020-02-28,23,Female,73.63,23,Debit Card,Annual,4,14,Yes
885,2021-06-13,34,Female,53.94,22,Bank Transfer,Annual,10,25,No
886,2021-05-15,53,Female,133.53,33,Credit Card,Annual,3,19,No
887,2022-01-17,35,Male,90.55,19,Bank Transfer,Month-to-month,10,49,Yes
888,2022-08-19,79,Female,102.69,28,Debit Card,Two-year,6,2,No
889,2021-07-20,79,Female,76.93,19,Credit Card,Month-to-month,1,48,No
890,2022-07-05,20,Female,78.63,32,Bank Transfer,Annual,5,19,No
891,2020-12-16,55,Female,37.63,4,PayPal,Annual,0,34,No
892,2020-05-13,59,Female,91.82,10,Credit Card,Two-year,1,44,No
893,2020-05-31,31,Female,113.03,9,Debit Card,Annual,3,17,No
894,2020-01-10,20,Female,52.18,24,Credit Card,Month-to-month,2,43,No
895,2020-08-30,79,Female,25.79,35,PayPal,Month-to-month,8,23,No
896,2020-05-18,45,Female,62.51,25,PayPal,Two-year,7,43,No
897,2020-09-02,31,Male,121.5,25,Bank Transfer,Two-year,1,50,No
898,2020-03-02,44,Male,71.67,24,Bank Transfer,Annual,5,10,No
899,2020-11-09,52,Female,58.03,33,Credit Card,Two-year,0,6,No
900,2021-07-29,79,Male,137.51,18,PayPal,Two-year,0,10,No
901,2022-11-06,80,Female,108.09,8,Debit Card,Month-to-month,3,37,No
902,2020-07-20,62,Female,139.2,14,Bank Transfer,Two-year,1,10,Yes
903,2022-12-18,23,Male,52.0,8,Credit Card,Two-year,8,14,No
904,2021-08-29,83,Female,24.92,28,PayPal,Annual,0,4,No
905,2022-11-03,41,Male,110.24,33,Debit Card,Two-year,6,39,Yes
906,2020-07-15,78,Male,24.91,31,PayPal,Two-year,7,41,No
907,2022-08-14,40,Female,94.07,34,PayPal,Two-year,1,30,No
908,2020-05-21,73,Female,110.64,14,Debit Card,Month-to-month,2,19,Yes
909,2021-10-29,81,Female,73.21,23,Debit Card,Month-to-month,2,50,Yes
910,2022-11-23,63,Female,113.61,19,PayPal,Month-to-month,7,42,No
911,2020-09-23,52,Male,140.61,31,PayPal,Two-year,5,29,No
912,2022-06-20,84,Female,138.49,16,Bank Transfer,Two-year,1,49,No
913,2022-06-21,62,Male,146.39,8,Debit Card,Month-to-month,8,24,No
914,2020-05-07,45,Male,148.93,15,Bank Transfer,Month-to-month,6,40,No
915,2021-06-21,61,Male,80.07,30,Bank Transfer,Annual,7,47,No
916,2020-11-04,22,Male,125.94,15,PayPal,Two-year,4,41,No
917,2020-05-07,42,Male,130.36,35,Debit Card,Month-to-month,7,36,No
918,2021-05-05,72,Female,108.01,24,Debit Card,Two-year,8,43,No
919,2020-01-29,29,Male,56.79,36,Bank Transfer,Month-to-month,7,14,No
920,2022-10-12,72,Male,84.42,27,Credit Card,Annual,10,4,No
921,2021-01-01,31,Female,79.45,19,Debit Card,Two-year,10,7,Yes
922,2020-06-25,64,Female,31.73,8,PayPal,Annual,1,48,Yes
923,2021-01-08,21,Female,100.42,31,Bank Transfer,Annual,6,30,No
924,2021-03-12,62,Male,30.31,12,Bank Transfer,Month-to-month,10,47,No
925,2021-10-20,29,Male,72.44,30,PayPal,Annual,3,9,Yes
926,2021-10-28,30,Male,108.85,21,Bank Transfer,Annual,10,18,No
927,2021-08-08,53,Female,78.89,3,Bank Transfer,Two-year,1,21,No
928,2022-11-22,84,Male,117.67,22,Bank Transfer,Two-year,7,2,No
929,2021-08-14,82,Male,97.64,12,PayPal,Annual,2,9,No
930,2022-09-05,73,Male,118.63,32,Debit Card,Month-to-month,2,16,No
931,2020-02-02,37,Female,43.61,5,PayPal,Annual,0,18,No
932,2020-12-13,41,Male,111.94,33,Debit Card,Annual,1,34,No
933,2022-04-06,56,Female,116.02,33,Credit Card,Month-to-month,5,36,Yes
934,2022-07-13,76,Male,117.86,4,Bank Transfer,Month-to-month,1,32,No
935,2022-08-07,50,Male,133.38,1,Bank Transfer,Annual,0,42,No
936,2021-01-22,53,Female,104.43,21,Bank Transfer,Annual,7,17,No
937,2021-04-16,41,Female,57.57,18,Credit Card,Month-to-month,10,43,No
938,2020-10-28,79,Male,80.6,36,Bank Transfer,Month-to-month,1,40,No
939,2021-05-03,54,Male,141.57,36,Bank Transfer,Month-to-month,4,31,Yes
940,2021-07-09,61,Male,135.04,17,Credit Card,Two-year,0,38,No
941,2021-07-21,32,Male,100.75,33,Bank Transfer,Month-to-month,7,5,Yes
942,2020-09-20,37,Female,106.67,19,Bank Transfer,Annual,9,38,No
943,2022-08-07,23,Male,52.3,26,Credit Card,Month-to-month,1,34,No
944,2020-06-08,60,Female,45.07,21,Credit Card,Two-year,6,36,No
945,2021-05-16,22,Male,146.86,30,Credit Card,Two-year,9,3,No
946,2021-11-22,37,Male,132.93,25,Credit Card,Two-year,9,5,No
947,2022-06-19,48,Female,86.25,13,Bank Transfer,Annual,9,5,No
948,2020-10-24,76,Female,55.77,31,PayPal,Month-to-month,4,37,No
949,2020-09-08,35,Female,122.26,3,Bank Transfer,Two-year,10,8,No
950,2022-07-28,20,Female,141.07,10,Debit Card,Two-year,3,49,No
951,2022-01-20,84,Male,103.06,5,Credit Card,Month-to-month,1,24,No
952,2020-06-17,30,Male,85.51,34,Credit Card,Two-year,2,48,Yes
953,2021-04-13,42,Male,141.42,31,PayPal,Two-year,7,43,No
954,2022-12-22,70,Male,31.24,24,PayPal,Month-to-month,10,48,No
955,2020-06-07,28,Female,83.08,14,Bank Transfer,Annual,5,22,No
956,2021-01-24,49,Male,29.57,10,Debit Card,Month-to-month,7,24,No
957,2020-07-31,77,Female,98.19,19,Bank Transfer,Month-to-month,0,49,No
958,2020-02-28,48,Male,58.89,18,Debit Card,Two-year,3,27,Yes
959,2021-07-17,80,Male,117.21,22,Bank Transfer,Annual,9,47,No
960,2022-10-20,67,Male,67.86,28,Credit Card,Two-year,8,38,No
961,2022-02-05,63,Female,108.81,36,Debit Card,Annual,9,50,Yes
962,2020-09-26,67,Female,77.64,15,Credit Card,Annual,1,47,No
963,2020-05-11,69,Female,51.72,21,Debit Card,Annual,4,18,No
964,2020-08-08,19,Female,38.15,1,Debit Card,Two-year,5,49,No
965,2021-04-19,43,Female,119.9,2,Bank Transfer,Two-year,9,26,No
966,2020-04-19,68,Female,116.39,17,Bank Transfer,Two-year,1,13,No
967,2020-01-21,23,Male,69.19,20,PayPal,Two-year,10,3,No
968,2022-05-29,32,Male,127.37,2,Debit Card,Month-to-month,1,2,No
969,2020-06-27,42,Male,125.2,36,Debit Card,Annual,1,8,Yes
970,2020-07-06,51,Male,140.62,8,PayPal,Month-to-month,4,12,Yes
971,2021-10-08,56,Female,93.43,30,Debit Card,Annual,8,43,No
972,2020-07-06,70,Female,25.47,21,Debit Card,Annual,0,38,Yes
973,2021-12-28,42,Female,29.04,27,Debit Card,Two-year,6,50,No
974,2022-10-23,37,Male,146.24,5,Bank Transfer,Month-to-month,3,23,No
975,2022-09-27,55,Male,81.26,3,Credit Card,Two-year,6,4,Yes
976,2022-11-27,40,Male,83.35,28,Credit Card,Two-year,2,18,No
977,2020-10-16,50,Male,148.58,13,Bank Transfer,Two-year,5,41,Yes
978,2020-12-12,23,Female,35.67,18,Debit Card,Two-year,0,18,No
979,2020-03-03,77,Male,147.36,19,PayPal,Month-to-month,3,3,No
980,2020-09-11,82,Male,51.7,2,PayPal,Month-to-month,5,28,Yes
981,2020-03-12,50,Male,36.73,4,Credit Card,Two-year,1,8,Yes
982,2022-12-07,81,Female,53.12,13,Credit Card,Month-to-month,1,3,No
983,2020-11-08,77,Male,36.39,31,Credit Card,Annual,2,1,No
984,2022-10-19,29,Female,102.87,35,Credit Card,Annual,4,23,No
985,2021-12-19,53,Male,39.69,2,PayPal,Month-to-month,2,30,No
986,2020-11-03,79,Female,20.71,5,Debit Card,Month-to-month,10,18,No
987,2020-07-08,33,Female,128.35,6,Bank Transfer,Month-to-month,2,42,Yes
988,2022-02-23,75,Female,51.22,35,Bank Transfer,Two-year,10,17,No
989,2020-01-06,41,Female,24.2,20,PayPal,Two-year,1,17,Yes
990,2020-11-11,25,Male,95.18,12,Credit Card,Annual,7,50,No
991,2021-01-05,34,Male,95.28,12,PayPal,Annual,10,15,No
992,2022-09-23,18,Female,74.72,14,PayPal,Month-to-month,2,36,Yes
993,2022-12-20,34,Male,50.78,15,Credit Card,Two-year,10,23,No
994,2021-08-02,60,Male,89.54,22,Credit Card,Two-year,1,12,No
995,2020-01-23,34,Male,122.02,5,PayPal,Annual,0,10,No
996,2022-03-10,73,Female,121.66,19,Credit Card,Month-to-month,4,48,No
997,2022-03-21,36,Female,53.84,25,Bank Transfer,Two-year,10,41,No
998,2021-10-09,58,Male,42.53,5,Bank Transfer,Month-to-month,8,26,No
999,2021-06-03,64,Female,40.12,31,Debit Card,Annual,10,30,No
1000,2021-04-25,59,Female,43.61,22,Bank Transfer,Month-to-month,4,28,No
1001,2022-09-07,65,Male,45.89,36,Credit Card,Annual,10,5,No
1002,2022-09-05,73,Male,84.54,4,Bank Transfer,Annual,6,37,Yes
1003,2020-04-09,40,Female,50.78,35,PayPal,Two-year,5,45,Yes
1004,2021-10-21,32,Male,126.23,9,Bank Transfer,Annual,5,10,No
1005,2020-06-08,65,Female,82.38,28,Bank Transfer,Two-year,4,17,No
1006,2021-11-14,18,Male,97.44,5,Bank Transfer,Two-year,5,3,Yes
1007,2022-03-17,34,Female,40.34,20,Bank Transfer,Two-year,7,49,No
1008,2021-04-25,82,Male,55.88,26,Bank Transfer,Month-to-month,1,5,No
1009,2022-07-12,42,Female,90.21,8,Bank Transfer,Month-to-month,1,9,No
1010,2021-08-29,63,Male,44.78,26,Credit Card,Two-year,7,42,Yes
1011,2022-03-09,64,Female,101.69,21,Credit Card,Two-year,2,45,No
1012,2022-03-28,33,Male,82.87,12,Bank Transfer,Annual,8,24,No
1013,2020-12-15,44,Female,113.67,34,Bank Transfer,Month-to-month,5,2,Yes
1014,2021-02-04,41,Male,55.64,27,Bank Transfer,Two-year,4,32,No
1015,2022-09-29,63,Female,141.89,18,Bank Transfer,Annual,4,24,No
1016,2020-12-13,39,Female,120.15,12,PayPal,Month-to-month,3,31,Yes
1017,2020-10-24,18,Male,131.71,8,Credit Card,Annual,4,35,No
1018,2020-04-13,42,Male,115.9,28,Credit Card,Month-to-month,6,18,No
1019,2020-02-13,69,Female,69.47,19,Credit Card,Annual,6,4,No
1020,2022-09-11,35,Female,33.06,29,PayPal,Month-to-month,2,34,No
1021,2020-12-08,29,Male,92.91,13,Credit Card,Annual,4,42,No
1022,2020-01-16,60,Male,59.64,19,Debit Card,Month-to-month,9,5,No
1023,2022-12-19,18,Female,107.41,15,Bank Transfer,Month-to-month,5,7,No
1024,2020-08-23,83,Female,122.72,23,Credit Card,Two-year,6,31,No
1025,2022-03-27,64,Female,29.98,12,PayPal,Month-to-month,5,4,Yes
1026,2021-12-26,21,Female,97.42,17,Bank Transfer,Annual,10,32,No
1027,2022-10-10,34,Male,53.9,33,Credit Card,Annual,4,28,No
1028,2022-01-07,25,Female,38.46,28,Debit Card,Month-to-month,6,12,Yes
1029,2020-12-02,41,Female,73.12,33,Bank Transfer,Month-to-month,10,32,Yes
1030,2021-07-29,25,Male,40.52,8,Credit Card,Month-to-month,2,10,Yes
1031,2022-08-28,78,Male,41.83,10,PayPal,Annual,8,30,No
1032,2020-06-23,42,Male,29.91,19,Credit Card,Two-year,5,41,No
1033,2021-01-20,81,Female,63.78,31,Credit Card,Two-year,2,13,No
1034,2021-12-01,25,Male,98.86,12,Debit Card,Annual,7,10,No
1035,2020-01-24,23,Male,126.48,5,PayPal,Annual,5,43,No
1036,2022-05-16,53,Male,134.97,23,Bank Transfer,Annual,7,11,No
1037,2022-06-26,19,Male,76.76,17,Credit Card,Two-year,7,33,No
1038,2021-05-06,80,Male,122.98,34,Bank Transfer,Two-year,3,5,No
1039,2020-11-21,56,Male,52.85,18,Credit Card,Annual,9,2,Yes
1040,2020-07-21,39,Female,129.79,11,Debit Card,Two-year,1,14,No
1041,2022-05-04,22,Female,26.23,5,PayPal,Two-year,0,30,No
1042,2020-03-19,82,Male,134.68,10,Debit Card,Annual,10,21,No
1043,2021-12-06,46,Male,134.78,16,Bank Transfer,Annual,5,31,No
1044,2021-03-30,61,Female,97.48,1,Debit Card,Annual,7,10,No
1045,2022-07-03,80,Male,92.39,4,Credit Card,Annual,9,12,No
1046,2022-05-05,53,Male,73.71,16,Credit Card,Month-to-month,8,36,No
1047,2022-03-12,67,Male,133.33,6,Debit Card,Annual,4,3,No
1048,2021-02-21,41,Female,109.25,12,PayPal,Two-year,3,6,No
1049,2021-03-31,71,Male,71.08,21,Debit Card,Month-to-month,10,30,Yes
1050,2020-08-11,69,Female,129.93,1,Debit Card,Annual,5,28,Yes
1051,2020-08-01,61,Female,40.09,24,Bank Transfer,Two-year,6,36,Yes
1052,2021-07-10,29,Female,65.34,11,Credit Card,Annual,5,15,No
1053,2020-06-20,70,Male,81.27,26,Debit Card,Annual,6,29,Yes
1054,2022-03-02,71,Female,114.35,30,PayPal,Month-to-month,0,6,No
1055,2022-02-26,59,Female,43.55,35,Bank Transfer,Month-to-month,8,41,Yes
1056,2021-08-10,26,Male,112.89,31,Debit Card,Annual,2,11,Yes
1057,2020-09-29,35,Male,102.71,28,Bank Transfer,Two-year,3,8,No
1058,2020-11-16,58,Female,130.27,26,PayPal,Two-year,9,12,No
1059,2020-04-25,19,Male,41.47,26,Credit Card,Month-to-month,2,45,No
1060,2022-07-10,61,Female,105.76,11,Credit Card,Month-to-month,9,18,No
1061,2020-12-30,61,Male,95.4,23,Bank Transfer,Month-to-month,0,42,Yes
1062,2020-01-01,32,Male,75.48,9,Bank Transfer,Month-to-month,8,22,No
1063,2021-09-04,54,Male,120.97,14,Bank Transfer,Month-to-month,10,31,No
1064,2021-11-29,29,Female,57.85,35,Bank Transfer,Two-year,9,30,No
1065,2022-10-22,54,Female,136.46,5,Debit Card,Month-to-month,5,23,No
1066,2022-11-24,69,Male,145.19,26,Credit Card,Annual,5,39,No
1067,2022-05-02,30,Male,127.69,28,Credit Card,Two-year,3,26,No
1068,2021-08-18,26,Female,108.44,18,Credit Card,Two-year,7,27,No
1069,2022-05-19,57,Female,75.59,11,Bank Transfer,Month-to-month,7,14,No
1070,2021-06-23,27,Female,65.24,22,Credit Card,Two-year,8,31,No
1071,2020-10-06,41,Female,148.06,5,Credit Card,Two-year,3,38,No
1072,2020-09-04,26,Male,136.85,25,Debit Card,Annual,3,21,Yes
1073,2021-06-14,71,Male,68.47,3,Debit Card,Month-to-month,3,15,No
1074,2020-05-17,59,Female,108.02,27,Credit Card,Annual,10,12,No
1075,2020-12-30,69,Male,32.26,34,PayPal,Two-year,9,47,No
1076,2021-06-24,82,Male,43.8,21,Debit Card,Annual,10,18,No
1077,2022-04-15,41,Female,89.01,1,Credit Card,Month-to-month,5,5,No
1078,2021-12-01,78,Female,117.19,29,Credit Card,Month-to-month,1,31,Yes
1079,2021-11-05,71,Female,85.0,17,Credit Card,Annual,5,25,No
1080,2021-08-10,32,Male,127.96,3,Bank Transfer,Month-to-month,2,23,No
1081,2020-04-27,23,Female,141.44,26,Bank Transfer,Two-year,6,19,No
1082,2022-10-31,75,Male,133.98,18,Debit Card,Two-year,3,16,Yes
1083,2021-10-23,35,Female,25.31,12,Bank Transfer,Month-to-month,1,45,No
1084,2020-10-16,73,Male,58.91,29,Debit Card,Two-year,0,23,No
1085,2020-11-22,36,Female,141.61,12,Credit Card,Month-to-month,7,17,No
1086,2021-10-27,38,Female,138.82,26,Bank Transfer,Month-to-month,2,8,No
1087,2020-03-01,22,Female,42.94,31,PayPal,Two-year,10,20,No
1088,2022-02-17,29,Female,78.42,16,Credit Card,Annual,8,14,No
1089,2020-03-20,24,Male,88.82,22,Credit Card,Two-year,2,18,No
1090,2020-05-04,82,Male,24.97,17,Debit Card,Month-to-month,3,29,No
1091,2022-06-27,83,Male,107.24,5,PayPal,Month-to-month,9,4,Yes
1092,2021-04-03,75,Female,144.24,2,PayPal,Annual,3,23,Yes
